"Tweet";"C1";"C2";"C3";"C4";"C5";"CLUSTER"
" NO CANCELA MALTRATAN CON CLIENTE VIAJEN VALIJA NO VUELVO LATAM SABEN PIERDEN";"0";"1";"0";"1";"1";"C5"
" ESPERE MALETA PASAJE UD ENCUENTRA PASA PIERDE CONTACTABLE TERCERO COMPRA";"0";"0";"1";"0";"0";"C3"
" COMPARAS KM CARGAN REALICE TARJETA MASTER";"0";"0";"0";"0";"0";"C5"
" BORDO VERTE NUEVAMENTE ESTARIAMOS ALEGRES";"0";"0";"0";"0";"0";"C5"
" TIEMPO LOWCOST";"0";"0";"0";"1";"0";"C4"
" GRACIAS PRONTISIMA RESPUESTA DISCULPEN MOLESTIAS";"0";"0";"0";"0";"0";"C5"
" NO CRITERIO HOY MESES BOZAL NENA HECHARON HABLAME UN CANICHE DE AÑOS TENIA PORQUE";"0";"0";"0";"1";"0";"C4"
" AMO SEGURIDAD GANAS NUEVO DAN VIDEO BIEN DIVERTIDO VERLO";"0";"0";"0";"0";"0";"C5"
" FUTUROS EVITAR VIAJEROS DEPLORABLE HARE SERVICIO MIENTRAS POSIBLE PAGUEN";"0";"0";"0";"1";"0";"C4"
" SERVICIO ÜENZA QUE VERG AEROPUERTO";"0";"0";"0";"1";"0";"C4"
" AIRES BUENOS INMOBILIARIO LATAM QUE CORPORATIVOS PLACER REAL SERVICIO EL CONCEPTO BROKERS";"0";"0";"0";"1";"1";"C5"
" CUELGAN LLAMADAS CALLCENTER ATIENDEN RT DESMEJORADO PARECE SERVICIO";"0";"0";"0";"1";"0";"C4"
" EL RT EXCESIVO";"0";"0";"0";"0";"0";"C5"
" SERVICIO LLAMADAS FRECUENTE OPERADORES NOTADO HE COLGAR";"0";"0";"0";"1";"0";"C4"
" ESPERE PARE OFRECEN LLAMADO DM RESPUESTA SERVICIO SU TWITTER";"0";"0";"0";"1";"0";"C4"
" IDO CALLAMPA MIERDA SERVICIO DIA EL";"0";"0";"0";"1";"0";"C4"
" CUELGAN LLAMADAS CALLCENTER CONTROL ATIENDEN DESMEJORADO PARECE SERVICIO";"0";"0";"0";"1";"0";"C4"
" HOY PESIMO LATAM RT ATRASAN EXTRA POSTVENTA SERVICIO LAN ÑO DISCRIMI";"0";"1";"0";"1";"1";"C5"
" NO ESPALDA PESIMO CON EL HAY ACCIONAR ESTAN SERVICIO LAS RT ESTATICAS LLEGAS PUEDEN LA LATAM DE SILLAS ES QUE";"1";"0";"0";"1";"1";"C5"
" SOBREVENTA PESIMO RT CLIENTE SUELEN SERVICIO LATAM EL PASAJES";"0";"0";"0";"2";"1";"C4"
" RT ABUSO ES";"0";"1";"0";"0";"0";"C2"
" DESASTRE GASTE RT SERVICIO TAL";"0";"1";"0";"1";"0";"C4"
" EL EXCESIVO";"0";"0";"0";"0";"0";"C5"
" LATAM_CHI HOY CLIENTES PESIMO LATAM DISCRIMINATORIOS ATRASAN EXTRA POSTVENTA SERVICIO LAN ÑO";"0";"1";"0";"1";"1";"C5"
" ATENCION ESCLAVOS ANTOJOS VERGUENZA HASTA SERVICIO";"0";"0";"0";"2";"0";"C4"
" DESASTRE GASTE SERVICIO TAL";"0";"1";"0";"1";"0";"C4"
" TICKET HORAS UN INTERESA LAMENTABLE NO VENDEN SERVICIO LLAMAN FACTURAR";"1";"0";"0";"2";"0";"C4"
" OCUPAR EMERGENCIA SALIDA PAGAR EN PODES EXTRA";"0";"2";"0";"0";"0";"C2"
" SERVICIO DESEAR REALMENTE EQUIPAJE";"0";"0";"1";"1";"0";"C4"
" VALE PERDER SIRVE LEALTAD DM CLIENTE LLAMAN AÑOS";"1";"1";"1";"1";"0";"C4"
" SERVICIO EL PEOR CADA DIA";"0";"0";"0";"1";"0";"C4"
" SERVICIO EL CADA PEOR DIA";"0";"0";"0";"1";"0";"C4"
" PERMITE OFRECERTE CONOCENOS SERVICIO CALIDAD ALTA NUESTRO DOMINIO";"0";"0";"0";"1";"0";"C4"
" LLEVO ACUMULEN LATAM_CHI PIDIENDO KILOMETROS VIAJE ÑIA ONEWORLD PEOR SERVICIO MESES HECHO";"0";"0";"0";"2";"0";"C4"
" MALO CASO BUENO SERVICIO LATAM";"0";"0";"0";"2";"1";"C4"
" ESPERANDO ERROR HABILES REPROCESO DIAS LLEVO REGISTRAR EL HECHO";"0";"0";"0";"1";"0";"C4"
" DICIENDO ESTAN PG LATAM APARECE EXISTE TIPO SERVICIO";"1";"0";"0";"1";"1";"C5"
" JUEVES RESPONDIERON HORRIBLE RT PASADO CLIENTE SERVICIO";"0";"0";"0";"2";"0";"C4"
" COBRARON ILEGAL RT ALTAMENTE TARJETA VUELTA COMIDA EFECTIVO GRATIS";"0";"1";"0";"0";"0";"C2"
" BUENA FOLKLORICA MUSICA VARIOSDICREPO NO COMO";"0";"0";"0";"0";"0";"C5"
" SERVICIO JUEVES HORRIBLE RESPONDIERON PASADO CLIENTE";"0";"0";"0";"2";"0";"C4"
" LLAMARON HICE PESIMO EQUIPAJE ROMPIERON JAMAS VUELTA SERVICIO RECLAMO";"0";"0";"1";"1";"0";"C4"
" MEDIOCRE SEA RECIBO CELULARES MES ROBADOS RESPUESTA SERVICIO INCREIBLE AEROLINEA";"0";"0";"0";"1";"0";"C4"
" SEGURIDAD PELEA HICIERON DICEN ETERNA SOLUCION";"0";"0";"0";"0";"0";"C5"
" ES POLITICOS PROBABLE DEVUELVAN CHORROS LATAM";"0";"0";"0";"0";"1";"C5"
" PENSAR INUTILE ES VIAJE TENES EMPRESA ESTOS BASURA BIEN";"0";"0";"0";"0";"0";"C5"
" SE CLIENTES RECLAMOS VAN TRUCHOS RAZON QUEDAR RESUELVAN RT SIEMPRE USTEDES";"0";"0";"0";"0";"0";"C5"
" DEFINA SON ESPERANDO PAGARME YA SIII RT JUEZ";"0";"1";"0";"0";"0";"C2"
" DEFINA SON ESPERANDO PAGARME YA SIII JUEZ LADRONES";"0";"2";"0";"0";"0";"C2"
" LUCHA RESIGNES DE NUEVO COMPRAR LADRONZUELOS ANDA NO MANERAS TODAS VIENDO";"0";"1";"1";"0";"0";"C3"
" QUIERO NI SON MENCIONARLO DIOS NO TENGAN JORGE BASURA VERDADERO";"0";"0";"0";"0";"0";"C5"
" NIVEL CASO ACA OSTENTA POBRE TRISTE SEÑOR DELINCUENCIA SERGIUM";"0";"1";"0";"1";"0";"C4"
" SEGURIDAD ESTOS DELINCUENTES PERFECCION EMPRESA AEREA JORGE CONFIABLES ILUSTRA";"0";"1";"0";"0";"0";"C2"
" VISITA TERRENO RT EXCELENTE CONOCIENDO MANTENIMIENTO";"0";"0";"0";"0";"0";"C5"
" SALIA LA SCL-ANF DECEPCIONA WEB OFERTA ESO LATAM EN ANF-SCL FB";"0";"0";"0";"0";"1";"C5"
" MADRE VALIJA PUDIERON ENCONTRAR";"0";"0";"0";"0";"0";"C5"
" AIRE DESASTRE QUERIAN GRADOS LANCHILE VIAJAR ACONDICIONADO CABINA";"0";"0";"0";"0";"0";"C5"
" COSTO KG BODEGA DESARMABLE COCHE PIEZA LLEVAS";"0";"0";"1";"0";"0";"C3"
" ESPERANDO HABILES DIAS RESPUESTA PROTOCOLOS ESTAR";"1";"0";"0";"1";"0";"C4"
" AHORA DEVOLVIERA RUEDAS TAMBIEN SILLA PARA ORGULLO SERIA";"0";"1";"0";"0";"0";"C2"
" CARO NEGATIVA DAÑARON LATAM_CHI TELEVISOR PUBLICIDA SALIR";"0";"1";"0";"0";"0";"C2"
" RETORNO LA MADREEEEEEE PUTA CANCELADO";"0";"1";"0";"0";"0";"C2"
" NUEVAMENTE ESTIMADOS PAGAR RESERVA";"0";"1";"0";"0";"0";"C2"
" ENCUENTRO FALSA UNA ERROR DESTINOS VEZ CAI REVE PUBLICIDAD CREI";"0";"0";"0";"0";"0";"C5"
" ATRAVES NEGATIVA DEF ANAC SIDO CONSUMIDOR JUSTAMENTE RESPUESTA AYER SI RECLAMO SEGUIRE";"0";"0";"0";"0";"0";"C5"
" CONTESTE ENVIANDO ENCUESTA SEMANA OIGAN";"0";"0";"0";"0";"0";"C5"
" PASAJE PLATA KM COMPRAR ASI TAMBIEN HACES ESFUERZO RT BARATO CON COMO ROBAN FUERA";"0";"0";"0";"0";"0";"C5"
" PASAJE PLATA KM COMPRAR ASI TAMBIEN HACES ESFUERZO BARATO CON COMO ROBAN FUERA";"0";"0";"0";"0";"0";"C5"
" CASO SE COMPLEJIDAD RESPONDE ASI CERT NO TODO HASTA SOLICITARON PRESENTO";"0";"0";"0";"1";"0";"C4"
" MALETA INFORMAR YA RECUPERAR VAN HIZO MISMO AYER COMUNICAR RECLAMO SUCEDE";"0";"0";"1";"0";"0";"C3"
" MALETA MAMA UIO MI LLEGA AYER LLEGO HOLA";"0";"0";"1";"0";"0";"C3"
" AVION SON";"0";"0";"0";"0";"0";"C5"
" COMPRARLES NUEVAMENTE QUITAN SI GANAS RESPONDEN RECLAMOS";"0";"0";"0";"0";"0";"C5"
" DIFICIL DOMINGO ESPERANDO CUANTICA NO ESTOY FISICA";"0";"0";"0";"0";"0";"C5"
" AVION MI LLEGA CODIGO EL REPROGRAMADO DEBIO YJOBCO SALIR";"0";"0";"0";"0";"0";"C5"
" AVION ACA VEO REPROGRAMARON AYER";"0";"0";"0";"0";"0";"C5"
" DIAS GRRRRR DOS JULIACA AEROPUERTO VARADA";"0";"0";"0";"1";"0";"C4"
" SALUDOS DISTINTAS COTIZACIONES DESEAS FECHAS";"0";"0";"0";"0";"0";"C5"
" ESTO PORQUERIA";"0";"0";"0";"0";"0";"C5"
" PRECIOS SALUDOS FLASH SALES SOLUCIONA HAYAN FUTURO CAMBIOS OJALA EL SERVICIOS MEJORAN";"0";"0";"0";"0";"0";"C5"
" PASAJE SITE YA MINUTOS PERO HACE ACCEDIDO RISIBLE COMPRE MASIVO";"0";"0";"0";"1";"0";"C4"
" SUBIERON PRECIOS DE HECHO";"0";"0";"0";"0";"0";"C5"
" PRECIOS MISMO PROMO MEGA LOS";"0";"1";"0";"0";"0";"C2"
" PUTA MIERDA";"0";"0";"0";"0";"0";"C5"
" ESTIMA PROCEDENTE A320 ARRIBAR VLO HRS EL DEMORADO";"0";"1";"0";"0";"0";"C2"
" PLATINUM SOCIO USUARIO NUMERO WEB QUISIERA INGRESO APAREZCO";"0";"0";"0";"0";"0";"C5"
" QUEJA PAGINA ENVIADO HORAS IMPRESO FORMULARIO TAMBIEN WEB VIA FUE CAOS EL HE DESPUES DESPEGO";"0";"0";"0";"2";"1";"C4"
" RESUELVEN NO";"0";"0";"0";"0";"0";"C5"
" RESUELVEN NO";"0";"0";"0";"0";"0";"C5"
" AVION LATAM_PER SON";"0";"0";"0";"0";"0";"C5"
" DIFICIL LATAM_PER DOMINGO ESPERANDO CUANTICA NO ESTOY FISICA";"0";"0";"0";"0";"0";"C5"
" AVION LATAM_PER MI LLEGA CODIGO EL REPROGRAMADO DEBIO YJOBCO SALIR";"0";"0";"0";"0";"0";"C5"
" LATAM_PER DEBERAN MERCADO COMMUNITY VENTA SIMPLE CUATRO CONTRATAR CONTESTAR DIAS RECLAMO MANAGER";"1";"0";"0";"1";"0";"C4"
" AVION ACA VEO REPROGRAMARON AYER";"0";"0";"0";"0";"0";"C5"
" DIAS GRRRRR DOS JULIACA AEROPUERTO VARADA";"0";"0";"0";"1";"0";"C4"
" ESTO LATAM_PER PORQUERIA";"0";"0";"0";"0";"0";"C5"
" LATAM_PER PASAJE SITE YA MINUTOS PERO HACE ACCEDIDO RISIBLE COMPRE MASIVO";"0";"0";"0";"1";"0";"C4"
" QUEJA PAGINA ENVIADO HORAS IMPRESO FORMULARIO TAMBIEN WEB VIA FUE CAOS EL HE DESPUES DESPEGO";"0";"0";"0";"2";"1";"C4"
" NUNCA MIENTEN REEMBOLSO VEZ LATAM_ARG SUPUESTAMENTE ACREDITO";"0";"1";"0";"0";"0";"C2"
" ESTAN ACTIVAR CASO GRACIAS VOUCHER DICEN TRAVEL DECADAS RT TARDA ESTUDIANDO PQ";"1";"0";"0";"1";"0";"C4"
" RESOLVER DIAS RT DIJERON LLEGA ME RESOLVIERON";"0";"0";"0";"1";"0";"C4"
" ESTAN ACTIVAR CASO VOUCHER TRAVEL DICEN LATAMINDIGNADOS GRACIAS DECADAS TARDA APOYO ESTUDIANDO PQ";"1";"0";"0";"1";"0";"C4"
" RESOLVER RESOLVIERO DIAS DIJERON LLEGA ME MACADIPPEL";"0";"0";"0";"1";"0";"C4"
" ABRAZO AMIGO UN EXCELENTE ALFREDO";"0";"0";"0";"0";"0";"C5"
" PAGO BREVEDAD DEVOLUCION ANDRIUNAVARRO CONCRETAR POSIBLE";"0";"2";"0";"0";"0";"C2"
" QUE RATAS";"0";"0";"0";"0";"0";"C5"
" ES POLITICOS DAMARIS PROBABLE DEVUELVAN CHORROS LATAM";"0";"0";"0";"0";"1";"C5"
" NO HOY ESPECIAL EN COST VERGONZOSOS EL CIAS COMPETENCIA SERVICIO LAS LOW QUIEREN DEPRIMENTE LATAM PORQUE ES";"0";"1";"0";"1";"1";"C5"
" LOS LAN SABEN PERFECTO RESPUESTA DELINCUENTES";"0";"1";"0";"0";"0";"C2"
" PENSAR JUANICANDELARIA ES VIAJE TENES EMPRESA ESTOS BASURA BIEN";"0";"0";"0";"0";"0";"C5"
" SEGURIDAD AVION VOLA YA MUCHACHO NOSOTROS LATAM_ARG GRANIZAMOS";"0";"0";"0";"0";"0";"C5"
" LATAM_CHI HOY CLIENTES PESIMO LATAM DISCRIMINATORIOS ATRASAN EXTRA POSTVENTA SERVICIO LAN ÑO";"0";"1";"0";"1";"1";"C5"
" LATAM_CHI CUELGAN LLAMADAS CALLCENTER CONTROL ATIENDEN DESMEJORADO PARECE SERVICIO";"0";"0";"0";"1";"0";"C4"
" CASO LATAM_CHI NUMERO ANALIZADO RESUELTO YDEBIDAMENTE SIDO MADRE DIAS";"0";"0";"0";"2";"0";"C4"
" CASO LATAM_CHI NUMERO FAVOR ANALIZADO TAMBIEN HERMANO SIDO DIAS PIDO ANALIZAR POSIBLE";"0";"0";"0";"2";"0";"C4"
" LLEVO ACUMULEN LATAM_CHI PIDIENDO KILOMETROS VIAJE ÑIA ONEWORLD PEOR SERVICIO MESES HECHO";"0";"0";"0";"2";"0";"C4"
" ESTIMADOS ACEPTE CASO LATAM_CHI LEVANTE COMPENSACION OFRECIERON";"0";"1";"0";"1";"0";"C4"
" SOCIO GRACIAS LATAM_CHI NUMERO ESTIMADOS RECONOCE INGRESAR NO TENGO CLAVE";"0";"0";"0";"0";"1";"C5"
" CAMBIAR LLAMANDO LATAM_CHI PASAJE";"1";"0";"0";"0";"0";"C1"
" PAGINA LATAM_CHI";"0";"0";"0";"1";"1";"C5"
" LLAMARON HICE PESIMO EQUIPAJE ROMPIERON JAMAS VUELTA SERVICIO RECLAMO";"0";"0";"1";"1";"0";"C4"
" HARAN LATAM_CHI FUTUROS EVITAR VIAJEROS DEPLORABLE SERVICIO MIENTRAS POSIBLE PAGUEN";"0";"0";"0";"1";"0";"C4"
" PRONTA SALUDOS MUCHAS RESPUESTA GRACIAS";"0";"0";"0";"0";"0";"C5"
" MANERA LATAM_CHI RESPONSABLES LAMENTABLE LATAM MUY EQUIPAJE NUESTRO DEJAN SEAN COMO RECOMENDAR";"0";"0";"1";"0";"1";"C5"
" DIFICIL LATAM_CHI QUE NO ENTENDER";"0";"0";"0";"0";"0";"C5"
" LATAM_CHI PASAJE PAGAR CERRO HIZO CAROS ESTAFARON AYER VECES PASAJES DEJEN";"0";"1";"0";"0";"0";"C2"
" PORFAVOR JUGAR DEVUELVAN DINERO PACIENCIA DEJEN";"0";"0";"0";"0";"0";"C5"
" PRIMERO SEGUNDO EXISTE CORREO PESOS MENCION FALTAN";"0";"0";"0";"0";"0";"C5"
" CANCELARAN OFRECIDA NECESITO COMPENSACION CASO";"0";"1";"0";"1";"0";"C4"
" ELEGIDO ASIENTO LATAM_CHI LISTO PAGAR MOMENTO COMPRA";"0";"1";"0";"0";"0";"C2"
" YA DIAS VAN FIJARON PLAZO LATAM_CHI";"0";"0";"0";"1";"0";"C4"
" MEDIOCRE LATAM_CO SEA RECIBO CELULARES MES ROBADOS RESPUESTA SERVICIO INCREIBLE AEROLINEA";"0";"0";"0";"1";"0";"C4"
" SERVICIO YA CALIDAD CLIENTE VEAMOS";"0";"0";"0";"2";"0";"C4"
" SERVICIO BORDO COMIDA CUENTAN PROVISIONES";"0";"0";"0";"1";"0";"C4"
" LATAM_PER COMPLETAR INTENTO FAVOR SENTIMOS PUDO SALE COMPRAR REINTENTA LO MENSAJE OPERACION PASAJES TARDE";"0";"0";"0";"0";"0";"C5"
" LATAMAIRLINES CONFIAR MALETAS COMO NUEVO ENTREGAN";"0";"0";"0";"0";"0";"C5"
" DE NADIE MANUAL ASCO CONTINGENTE NO SERVICIO EMERGENCIA PREPARADO";"0";"0";"1";"1";"0";"C4"
" HS PENALIDAD EQUIPAJE HACE USD ESPERO DEBEN DEVOLVERME";"0";"0";"1";"0";"0";"C3"
" LATAMAIRLINES DEBE LATAM EQUIPAJE TRASLADO SABIENDO AEROPUERTO INNECESARIO USD DEVOLVERME";"0";"0";"1";"0";"1";"C5"
" LATAMAIRLINES HS NO LLEGO BIENES HIZO LATAM EQUIPAJE BUSCANDO MI GASTAR USD";"0";"0";"1";"0";"1";"C5"
" AYUDA APLICACION NECESITO CERRO";"0";"0";"0";"0";"0";"C5"
" LATAMAIRLINES LINEA NECESITO ATIENDE REPROGRAMAR";"0";"0";"0";"0";"0";"C5"
" LATAMAIRLINES PERDER SOLUCIONES CAUSA NO OBLIGAN PASAJES ENTREGAN ENTIENDE";"0";"0";"1";"0";"0";"C3"
" LATAMAIRLINES NO CANCELA MALTRATAN CON CLIENTE VIAJEN VALIJA NO VUELVO LATAM SABEN PIERDEN";"0";"1";"0";"1";"1";"C5"
" LATAMAIRLINES NO CANCELA MALTRATAN CON CLIENTE VIAJEN VALIJA NO VUELVO LATAM SABEN PIERDEN";"0";"1";"0";"1";"1";"C5"
" VALIJA NUNCA PLATA VUELOS COMPREN LATAM PERDES AEROPUERTO EN TE PIERDEN ENCUENTRAN";"0";"1";"0";"0";"1";"C5"
" LATAMAIRLINES NO EN PROBLEMA DOLARES COMPENSAN DIAS UN ERRORES COMPRAR COBRA CAMBIO LATAM COMPRAS";"0";"1";"0";"1";"1";"C5"
" GRACIAS ACA SEGUIRE LATAMINDIGNADOS NADIE OJALA DERECHOS USTEDES RECLAMO APOYANDO";"0";"0";"0";"0";"0";"C5"
" SEGURIDAD PELEA LATAMTRUCHOS HICIERON DICEN ETERNA SOLUCION";"0";"0";"0";"0";"0";"C5"
" LAN PESIMA ATENCION";"0";"0";"0";"1";"0";"C4"
" PENSAR QUIERO SEGURIDAD GENTE POR CUESTA DIOS AEREA NO VALE_DAMI INEPTA";"0";"0";"0";"0";"0";"C5"
" TODAVIA CARTERISTAS VALE_DAMI ESTOS PELEANDO";"0";"0";"0";"0";"0";"C5"
" ATRASADO VAN AHORA TAMBIEN QUE RESPUESTA TIPO DAR VUELTA AHORA";"0";"1";"0";"0";"0";"C2"
" ATENCION ESCLAVOS ANTOJOS VERGUENZA HASTA SERVICIO";"0";"0";"0";"2";"0";"C4"
" SEGURIDAD ESTOS DELINCUENTES PERFECCION EMPRESA AEREA JORGE CONFIABLES ILUSTRA";"0";"1";"0";"0";"0";"C2"
" COMPENSARA DIA PERDIDO CONTE LES";"1";"0";"1";"0";"0";"C3"
" PONEN IMPORTAN CLIENTES EMPRESA DIAS PLAZO LO";"0";"0";"0";"1";"0";"C4"
" RT PAGADA RESERVA PASA";"0";"0";"0";"0";"0";"C5"
" HOY PESIMO DISCRIMINAN LATAM RT ATRASAN EXTRA POSTVENTA SERVICIO LAN ÑO";"0";"1";"0";"1";"1";"C5"
" SERVICIO ÜENZA RT QUE VERG AEROPUERTO";"0";"0";"0";"1";"0";"C4"
" HS PENALIDAD EQUIPAJE HACE RT USD ESPERO DEBEN DEVOLVERME";"0";"0";"1";"0";"0";"C3"
" DEBE LATAM EQUIPAJE TRASLADO SABIENDO RT AEROPUERTO INNECESARIO USD DEVOLVERME";"0";"0";"1";"0";"1";"C5"
" COBRARON HICIERON COMPENSAR DOLARES RT ERRORES CAMBIO DEBEN DEVOLVERLOS ME";"0";"0";"0";"0";"0";"C5"
" HS NO LLEGO BIENES HIZO LATAM EQUIPAJE BUSCANDO MI RT AEROP GASTAR USD";"0";"0";"1";"0";"1";"C5"
" CANCELA MALTRATAN RT CLIENTE VALIJA NO VUELVO SABEN PIERDEN";"0";"1";"0";"1";"0";"C4"
" NO CANCELA MALTRATAN RT CLIENTE VALIJA NO VUELVO SABEN PIERDEN";"0";"1";"0";"1";"0";"C4"
" NO EN DOLARES COMPENSAN RT ERRORES COMPRAR COBRA CAMBIO LATAM DECADA";"0";"1";"0";"0";"1";"C5"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" SERVICIO CLIENTE ULTIMOS PEOR";"0";"0";"0";"2";"0";"C4"
" RARO DECENTE VEZ TENDRAN SERVICIO DEMORADO";"0";"1";"0";"1";"0";"C4"
" IQUIQUE PESIMO RESPETO EXPLICACIONES FALTA SERVICIO ATRASAN";"0";"0";"0";"2";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" IQUIQUE PESIMO RESPETO EXPLICACIONES FALTA SERVICIO ATRASAN";"0";"0";"0";"2";"0";"C4"
" SERVICIO ULTIMOS CLIENTE PEOR";"0";"0";"0";"2";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" SERVICIO ULTIMOS CLIENTE PEOR";"0";"0";"0";"2";"0";"C4"
" SERVICIO ULTIMOS CLIENTE PEOR";"0";"0";"0";"2";"0";"C4"
" RARO DECENTE VEZ TENDRAN SERVICIO DEMORADO";"0";"1";"0";"1";"0";"C4"
" SUSPENDE EXPLICACION DAN SERVICIO SOLUCION";"0";"0";"0";"1";"0";"C4"
" BRUTOS ASCO DAR SERVICIO DEMANDALOS";"0";"0";"1";"1";"0";"C4"
" VENDIDO ATENCION TUVIMOS PAGAR BARAJAS LLEGO PEOR SERVICIO FRANKFURT";"0";"1";"0";"2";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" VENDIDO ATENCION TUVIMOS PAGAR BARAJAS DESAHOGUE LLEGO PEOR SERVICIO FRANKFURT";"0";"1";"0";"2";"0";"C4"
" MALETA PESIMO FRAGIL EQUIPAJE AIRLINES ROMPIERON SERVICIO CONSTA";"0";"0";"2";"1";"0";"C3"
" ESTAS CONFOR EMPRESAS NEGLIGENCIA PENA";"0";"0";"0";"0";"0";"C5"
" PESIMO SERVICIO VEZ PEOR AIRLINES";"0";"0";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" CAREROS LOW OBVIO PESIMO SERVICIO COST";"0";"1";"0";"1";"0";"C4"
" <U+00BD> <U+00B8> TENIA BUEN <U+00A0> PEOR CHOLI SERVICIO PUSO <U+0092> TAME <ED>";"0";"0";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" SEGUIMIENTO MAÑANA CONTACTES MEJOR SUGERIMOS NUESTRO CLIENTE CENTRO HOLA SERVICIO";"0";"0";"0";"2";"0";"C4"
" ABUSARON PESIMO DEVENIDO PAIS SERVICIO";"0";"0";"0";"1";"0";"C4"
" PESIMO DESAPARECER QUEBRARAN INEPTOS DEBERIAN FACTURA SERVICIO USTEDES PASARA";"0";"0";"0";"1";"0";"C4"
" CASO DESASTRE INCOMPETENTES VOLVERE VIAJAR PEOR SERVICIO INEFICIENTES MANU AEROLINEA";"0";"0";"0";"2";"0";"C4"
" MIAMI MALA ATENCION HURACAN REVISAR CHILE FLEXIBILIDAD NIÑOS SERVICIO COMIDA PREFERENCIA";"0";"0";"0";"2";"0";"C4"
" ASIENTO MALO RECLINA VEZ FRECUENTE AYER PASAJERO PEOR DIA SERVICIO";"0";"0";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" TIPICO SERVICIO MEJORADO AHORA";"0";"0";"0";"1";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" TIPICO SERVICIO MEJORADO AHORA";"0";"0";"0";"1";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" HAGANSE SIRVEN CARGO SIEMPRE PESIMO VOLUNTAD AJENOS EXPLICACIONES SERVICIO";"0";"0";"0";"1";"0";"C4"
" TIPICO SERVICIO MEJORADO AHORA";"0";"0";"0";"1";"0";"C4"
" DAN MASCOTAS SERVICIO AHORA PIERDEN";"0";"0";"0";"1";"0";"C4"
" PERDIO PESIMO MILES MILLON DEBERIAN SERVICIO DEMANDARLOS CIENTOS GATO AEROLINEA";"0";"0";"2";"1";"0";"C3"
" PODERES SERVICIO CONTENEDOR SUPER AHORA MANU SALIR";"0";"0";"0";"2";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" AHOR RETRASADOS SERVICIO PENA CAMBIADO";"0";"0";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" ESTAN MANTENER CONDIC ANIMAL CONDICIONES BUENAS";"1";"0";"0";"0";"0";"C1"
" ANIMALES RESPUESTAS DAN AHI SERVICIO VIAJEN PIERDEN";"0";"0";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" VEZ RETRASOS DECAIDO SERVICIO AEROLINEA";"0";"0";"0";"1";"0";"C4"
" AHOR RETRASADOS SERVICIO PENA CAMBIADO";"0";"0";"0";"1";"0";"C4"
" AHOR RETRASADOS SERVICIO PENA CAMBIADO";"0";"0";"0";"1";"0";"C4"
" GATI OJALA PESIMO ÑA DUE SERVICIO ALTA TARIFA";"0";"1";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" PESIMO VIAJEN SERVICIO CIERTO";"0";"0";"0";"1";"0";"C4"
" LLEVAR MERCADO MASCOTAS ALTA TARIFA";"0";"1";"0";"0";"0";"C2"
" CONFIAR IMPOSIBLE CLIENTE SERVICIO PESADILLA";"0";"0";"0";"2";"0";"C4"
" PESIMO SERVICIO DEFINITIVAMENTE";"0";"0";"0";"1";"0";"C4"
